0 , .01095906 
0 , .01095906 
0 , .01095906 
0 , .01095906 
0 , .01095906 
0 , .01095906 
0 , .01095906 
1 , .01123706 
1 , .01123706 
1 , .01123706 
1 , .01123706 
1 , .01123706 
1 , .01123706 
1 , .01123706 
2 , .01122282 
2 , .01122282 
2 , .01122282 
2 , .01122282 
2 , .01122282 
2 , .01122282 
2 , .01122282 
3 , .01134137 
3 , .01134137 
3 , .01134137 
3 , .01134137 
3 , .01134137 
3 , .01134137 
3 , .01134137 
4 , .01129175 
4 , .01129175 
4 , .01129175 
4 , .01129175 
4 , .01129175 
4 , .01129175 
4 , .01129175 
