0 , .01142961 
0 , .01142961 
0 , .01142961 
0 , .01142961 
0 , .01142961 
0 , .01142961 
0 , .01142961 
1 , .01159131 
1 , .01159131 
1 , .01159131 
1 , .01159131 
1 , .01159131 
1 , .01159131 
1 , .01159131 
2 , .01128114 
2 , .01128114 
2 , .01128114 
2 , .01128114 
2 , .01128114 
2 , .01128114 
2 , .01128114 
3 , .01131696 
3 , .01131696 
3 , .01131696 
3 , .01131696 
3 , .01131696 
3 , .01131696 
3 , .01131696 
4 , .01102001 
4 , .01102001 
4 , .01102001 
4 , .01102001 
4 , .01102001 
4 , .01102001 
4 , .01102001 
