0 , .01118574 
0 , .01118574 
0 , .01118574 
0 , .01118574 
0 , .01118574 
0 , .01118574 
0 , .01118574 
1 , .0111733 
1 , .0111733 
1 , .0111733 
1 , .0111733 
1 , .0111733 
1 , .0111733 
1 , .0111733 
2 , .01104882 
2 , .01104882 
2 , .01104882 
2 , .01104882 
2 , .01104882 
2 , .01104882 
2 , .01104882 
3 , .01073484 
3 , .01073484 
3 , .01073484 
3 , .01073484 
3 , .01073484 
3 , .01073484 
3 , .01073484 
4 , .01088680 
4 , .01088680 
4 , .01088680 
4 , .01088680 
4 , .01088680 
4 , .01088680 
4 , .01088680 
