0 , .01093658 
0 , .01093658 
0 , .01093658 
0 , .01093658 
0 , .01093658 
0 , .01093658 
0 , .01093658 
1 , .01103021 
1 , .01103021 
1 , .01103021 
1 , .01103021 
1 , .01103021 
1 , .01103021 
1 , .01103021 
2 , .01090992 
2 , .01090992 
2 , .01090992 
2 , .01090992 
2 , .01090992 
2 , .01090992 
2 , .01090992 
3 , .01122633 
3 , .01122633 
3 , .01122633 
3 , .01122633 
3 , .01122633 
3 , .01122633 
3 , .01122633 
4 , .01123964 
4 , .01123964 
4 , .01123964 
4 , .01123964 
4 , .01123964 
4 , .01123964 
4 , .01123964 
